day_et,snapshot_utc,routes,pricing_sha256,catalog_raw_sha256
2026-09-24,2026-09-25T00:10:15.945Z,264,56a158c67c99025ba818563aef215de9a78a4579d83a890534f59107fd5cdf5d,53964f7d5afcebc8bd168c6c117b218b175b93e28e2f69724a5efb458abae99e
